LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,predicted_price
7200,0.0,0.0,0.0,1040.0,1040.0,1040,0,0,1040,1,2,5,320.0,0,132,0,0,0,127075.96040038232
7006,0.0,121.0,0.0,647.0,768.0,788,448,0,1236,2,3,6,384.0,0,0,0,0,0,143059.36001611358
10320,0.0,0.0,0.0,451.0,451.0,759,0,0,759,1,1,5,576.0,40,0,0,0,0,130366.98446221923
10320,0.0,0.0,0.0,536.0,536.0,808,536,0,1344,2,3,8,0.0,42,0,204,0,0,115547.8772578819
9488,0.0,0.0,0.0,1046.0,1046.0,1054,0,0,1054,1,3,6,240.0,0,60,122,0,0,103884.53860535947
11235,0.0,784.0,0.0,197.0,981.0,1075,0,0,1075,1,3,6,440.0,64,0,0,0,64,137885.4048133164
13014,39.0,528.0,0.0,480.0,1008.0,1096,0,0,1096,1,3,6,484.0,168,0,0,0,0,142399.3532541728
10265,0.0,758.0,0.0,234.0,992.0,992,0,0,992,1,3,6,294.0,204,0,0,0,0,125772.52804779651
7703,40.0,450.0,0.0,0.0,450.0,1034,0,0,1034,1,3,6,504.0,311,0,0,0,0,124716.98382691562
9981,340.0,221.0,0.0,852.0,1073.0,1073,0,0,1073,1,3,6,270.0,0,90,0,0,0,130495.31999631229
7400,0.0,104.0,956.0,0.0,1060.0,1126,0,0,1126,1,2,5,506.0,178,0,0,0,0,146239.60333839039
12900,0.0,1300.0,0.0,0.0,1300.0,1140,0,0,1140,1,3,6,400.0,0,0,190,0,0,139950.13823280088
9239,0.0,634.0,0.0,326.0,960.0,960,0,0,960,1,3,6,300.0,168,0,0,0,0,120432.2939339353
14175,0.0,776.0,0.0,212.0,988.0,1188,0,0,1188,1,1,4,621.0,102,89,231,0,0,169022.93951450376
10532,275.0,988.0,0.0,0.0,988.0,1721,0,0,1721,2,3,7,626.0,50,84,0,0,0,213045.78564684573
8375,0.0,336.0,0.0,240.0,576.0,864,486,0,1350,1,2,6,627.0,0,0,0,0,0,158440.0434580781
10200,0.0,704.0,0.0,160.0,864.0,904,0,0,904,1,3,5,912.0,143,0,0,0,0,153641.33126235552
20270,0.0,599.0,0.0,925.0,1524.0,1524,0,0,1524,2,3,7,478.0,140,0,0,0,0,204121.37593526047
5190,0.0,0.0,0.0,570.0,570.0,617,462,0,1079,1,2,5,249.0,135,0,0,0,0,115497.11328945807
19550,0.0,1035.0,0.0,545.0,1580.0,1518,0,0,1518,1,2,5,0.0,0,39,0,0,0,155668.42091265976
9571,0.0,870.0,0.0,639.0,1509.0,1509,0,0,1509,1,3,6,322.0,158,0,0,0,576,206811.40092022505
9350,0.0,864.0,0.0,0.0,864.0,864,0,0,864,1,2,4,0.0,0,0,0,0,0,92173.58922101089
9360,216.0,324.0,0.0,297.0,621.0,621,648,0,1269,1,3,7,280.0,0,236,0,0,0,135895.52764982166
9771,190.0,779.0,0.0,298.0,1077.0,1093,1721,0,2814,2,4,9,614.0,48,32,0,0,216,285094.2750721618
9938,251.0,1271.0,0.0,331.0,1602.0,1626,0,0,1626,2,3,7,534.0,424,40,0,0,0,244160.35188509346
14171,0.0,355.0,0.0,457.0,812.0,1101,1099,0,2200,2,4,9,453.0,168,98,0,0,0,210543.59249939825
10541,0.0,0.0,0.0,672.0,672.0,1302,735,0,2037,2,3,8,472.0,100,33,0,0,0,197404.85558659918
10616,0.0,0.0,0.0,628.0,628.0,628,728,0,1356,2,3,6,484.0,100,24,0,0,0,158559.01842799768
9345,156.0,0.0,0.0,1615.0,1615.0,1615,0,0,1615,2,3,7,864.0,168,30,0,0,0,237949.30074900723
11778,554.0,2085.0,0.0,186.0,2271.0,2276,0,0,2276,2,3,7,1348.0,0,0,70,0,255,370930.4742628371
11778,402.0,1153.0,0.0,598.0,1751.0,1766,0,0,1766,2,3,8,874.0,216,36,0,0,0,281580.4909973964
11454,302.0,770.0,0.0,631.0,1401.0,1511,0,0,1511,2,3,6,811.0,168,42,0,0,0,231792.95041935405
11500,0.0,262.0,723.0,197.0,1182.0,1643,0,0,1643,2,2,6,438.0,339,0,0,0,0,203719.86615763154
9750,0.0,722.0,0.0,268.0,990.0,990,0,0,990,1,3,5,528.0,168,0,0,0,0,134824.42797671945
8696,150.0,1308.0,0.0,110.0,1418.0,1418,0,0,1418,2,3,5,558.0,208,110,0,0,0,206865.38370963387
13142,128.0,688.0,0.0,176.0,864.0,872,899,0,1771,2,3,6,600.0,0,96,0,0,0,205142.61019132394
8998,120.0,527.0,0.0,255.0,782.0,782,870,0,1652,2,3,6,532.0,0,70,0,0,0,188248.3967177976
12192,0.0,663.0,0.0,265.0,928.0,928,895,0,1823,2,3,6,626.0,192,36,0,0,0,213213.06023333815
12250,180.0,781.0,0.0,83.0,864.0,1174,0,0,1174,1,3,5,528.0,211,0,280,0,0,135534.72364746674
9216,176.0,294.0,0.0,782.0,1076.0,1076,0,0,1076,1,3,5,576.0,0,0,0,0,0,139453.9338509313
14330,0.0,88.0,596.0,180.0,864.0,1558,0,0,1558,2,2,5,440.0,140,0,239,0,227,178588.6805907552
10400,227.0,0.0,0.0,1257.0,1257.0,1290,871,0,2161,2,3,8,570.0,0,84,0,0,0,239215.24149451117
9720,134.0,1194.0,0.0,163.0,1357.0,1366,581,0,1947,2,3,7,725.0,168,116,0,0,0,253921.49165088465
14860,240.0,1538.0,0.0,240.0,1778.0,1786,0,0,1786,2,3,6,715.0,182,35,0,0,0,257182.7997140993
10905,0.0,0.0,0.0,1129.0,1129.0,1129,1198,0,2327,2,4,9,596.0,0,57,0,0,0,225909.56556829697
11690,192.0,0.0,0.0,850.0,850.0,886,878,0,1764,2,3,7,560.0,120,29,0,0,0,205457.24876624928
4426,205.0,662.0,0.0,186.0,848.0,848,0,0,848,1,1,3,420.0,140,0,0,0,0,144861.13867447988
10126,0.0,1593.0,162.0,83.0,1838.0,1838,0,0,1838,2,2,8,721.0,160,67,0,0,0,279160.1881460791
9750,50.0,24.0,0.0,1421.0,1445.0,1445,0,0,1445,2,3,6,470.0,0,35,0,0,0,178756.45866417096
11058,212.0,56.0,0.0,1508.0,1564.0,1564,0,0,1564,2,3,6,814.0,0,24,0,0,0,220218.92270187452
9627,0.0,24.0,0.0,1327.0,1351.0,1361,0,0,1361,2,3,6,610.0,0,50,0,0,0,180423.5013486496
9825,0.0,609.0,0.0,483.0,1092.0,1092,0,0,1092,1,3,6,264.0,259,0,0,0,161,143261.38875853745
12102,222.0,456.0,0.0,0.0,456.0,1033,0,0,1033,1,3,6,504.0,224,0,0,0,0,129661.11294891135
6500,84.0,1033.0,0.0,94.0,1127.0,1127,0,0,1127,1,3,6,480.0,0,0,138,0,0,139801.34789739436
9638,0.0,368.0,120.0,541.0,1029.0,1117,0,0,1117,1,3,6,542.0,292,0,0,0,0,148956.91239853084
7200,0.0,288.0,0.0,396.0,684.0,684,714,0,1398,1,3,6,440.0,0,0,0,0,0,135583.3228204734
47007,0.0,0.0,0.0,0.0,0.0,3820,0,0,3820,3,5,11,624.0,0,372,0,0,0,255800.21050143059
6012,0.0,0.0,0.0,0.0,0.0,1152,0,0,1152,2,2,6,0.0,0,0,0,0,0,92044.05035012112
6845,58.0,0.0,0.0,0.0,0.0,1152,0,0,1152,2,2,6,0.0,0,0,0,0,0,94659.52677480652
6931,0.0,784.0,0.0,0.0,784.0,784,0,0,784,1,2,4,0.0,112,0,0,0,0,89652.7688832769
12180,0.0,0.0,0.0,585.0,585.0,585,468,0,1053,1,2,5,0.0,42,0,0,0,0,94509.4756274861
8050,0.0,0.0,0.0,0.0,0.0,929,208,0,1137,1,4,8,0.0,0,0,0,0,0,50798.95283638069
9520,115.0,767.0,0.0,144.0,911.0,930,0,0,930,1,2,5,286.0,134,0,0,0,0,133029.74868193027
7692,0.0,0.0,0.0,416.0,416.0,1204,0,0,1204,1,3,6,312.0,0,0,0,0,0,94898.54953673143
5142,0.0,224.0,0.0,725.0,949.0,949,343,0,1292,1,3,6,205.0,0,0,183,0,0,109406.01929961811
7290,174.0,0.0,0.0,1228.0,1228.0,1424,0,0,1424,2,2,7,312.0,0,0,90,0,0,181018.8466957158
7804,0.0,281.0,679.0,0.0,960.0,960,960,0,1920,2,4,10,480.0,248,0,121,0,0,200999.93967970472
8969,0.0,379.0,0.0,265.0,644.0,672,644,0,1316,1,2,6,369.0,0,0,0,0,192,157284.73420791925
15564,0.0,0.0,0.0,676.0,676.0,676,588,0,1264,1,3,6,400.0,424,0,0,0,0,143769.55366577735
7609,0.0,406.0,0.0,392.0,798.0,798,714,0,1512,2,3,7,180.0,85,16,41,0,0,155395.9565977783
9650,0.0,0.0,0.0,784.0,784.0,819,784,0,1603,1,4,7,599.0,0,217,0,0,0,149849.81640436003
11700,0.0,606.0,0.0,336.0,942.0,1265,673,0,1938,2,4,7,240.0,0,40,0,0,0,165239.7557541776
9260,0.0,0.0,0.0,884.0,884.0,932,442,0,1374,1,3,6,225.0,64,0,0,0,100,129692.59902179382
7801,88.0,500.0,0.0,591.0,1091.0,1091,0,0,1091,1,2,5,344.0,66,105,0,0,221,160226.24629425618
9670,40.0,210.0,0.0,398.0,608.0,983,890,0,1873,1,4,9,786.0,0,0,207,0,0,170901.27223434357
12392,0.0,435.0,0.0,397.0,832.0,1218,943,0,2161,2,3,8,506.0,0,96,0,0,0,215902.2107822979
26073,0.0,1116.0,0.0,782.0,1898.0,1898,0,0,1898,2,3,7,484.0,0,51,224,0,0,225230.18166758085
1879,0.0,366.0,0.0,150.0,516.0,516,516,0,1032,1,2,5,462.0,213,0,0,0,0,134888.22810232907
7000,0.0,299.0,40.0,555.0,894.0,919,0,0,919,1,2,5,195.0,0,0,116,0,0,103061.77570802666
6000,0.0,0.0,0.0,720.0,720.0,760,330,0,1090,1,3,5,240.0,0,0,0,0,0,95379.95068815786
8155,0.0,0.0,0.0,780.0,780.0,780,420,0,1200,1,4,7,0.0,0,0,96,0,0,75846.01592580602
6000,0.0,257.0,0.0,367.0,624.0,1092,564,0,1656,1,3,7,288.0,0,180,0,0,100,145655.57106566764
7392,0.0,0.0,0.0,520.0,520.0,912,0,0,912,1,2,5,360.0,0,90,0,0,0,104645.03897378071
9000,162.0,330.0,0.0,821.0,1151.0,1151,804,0,1955,2,4,7,356.0,0,0,0,0,0,186241.91966905067
14584,0.0,0.0,0.0,0.0,0.0,733,0,0,733,1,2,4,487.0,0,0,0,0,0,81793.51178798542
5280,0.0,0.0,0.0,173.0,173.0,825,536,0,1361,1,2,6,185.0,0,123,0,0,0,109855.9363588095
5150,0.0,0.0,0.0,356.0,356.0,671,378,0,1049,1,2,5,195.0,0,0,0,0,0,94850.51281360954
9000,0.0,0.0,0.0,592.0,592.0,432,432,0,864,1,3,5,216.0,0,30,160,0,0,75892.3014418477
3843,186.0,1476.0,0.0,120.0,1596.0,1648,0,0,1648,2,2,5,525.0,162,53,0,153,0,244687.8986250783
3811,174.0,1474.0,0.0,120.0,1594.0,1646,0,0,1646,2,2,5,482.0,128,53,0,0,155,242001.45275175816
23730,668.0,700.0,0.0,1140.0,1840.0,2032,0,0,2032,3,3,7,786.0,0,46,192,0,0,294417.0009344672
11050,0.0,0.0,0.0,910.0,910.0,910,910,0,1820,2,3,8,816.0,318,32,0,0,0,235915.70288298084
10260,0.0,0.0,0.0,0.0,0.0,936,936,0,1872,2,4,8,484.0,0,0,0,0,0,146586.4879572581
9990,0.0,1383.0,0.0,297.0,1680.0,1689,0,0,1689,2,3,6,432.0,428,120,0,0,0,229055.77524718962
4084,340.0,893.0,0.0,384.0,1277.0,1501,0,0,1501,2,2,6,512.0,240,0,0,0,0,225877.9796586955
11563,258.0,1036.0,0.0,482.0,1518.0,1537,0,0,1537,2,3,8,788.0,0,26,0,0,0,240186.93509184872
12852,0.0,770.0,0.0,150.0,920.0,920,860,0,1780,2,3,6,612.0,0,192,0,0,0,205407.40264965035
9802,0.0,0.0,0.0,352.0,352.0,712,730,0,1442,2,3,6,400.0,100,0,0,0,0,144646.52629305844
12018,60.0,0.0,0.0,796.0,796.0,796,816,0,1612,2,3,6,666.0,0,64,0,0,0,188488.25529517877
12890,128.0,0.0,0.0,1495.0,1495.0,1495,0,0,1495,2,3,8,438.0,252,0,192,0,0,197871.3937753024
18265,228.0,920.0,60.0,276.0,1256.0,1256,0,0,1256,2,3,6,578.0,282,0,0,0,0,203933.64530351525
11202,206.0,1029.0,0.0,403.0,1432.0,1440,0,0,1440,2,3,7,467.0,185,95,0,0,0,211510.09002920418
7915,0.0,1223.0,0.0,443.0,1666.0,1675,0,0,1675,2,3,6,435.0,165,52,0,0,0,212383.8882335792
11449,0.0,1011.0,0.0,873.0,1884.0,1728,0,0,1728,2,3,7,520.0,0,276,0,0,0,230084.10008191553
11447,674.0,1571.0,0.0,393.0,1964.0,1964,0,0,1964,2,3,7,892.0,0,265,0,0,0,303398.4763161483
8940,200.0,1309.0,0.0,35.0,1344.0,1344,0,0,1344,2,2,8,784.0,0,0,0,0,0,242946.78114513264
9278,0.0,0.0,0.0,1092.0,1092.0,1092,0,0,1092,1,2,5,0.0,0,52,0,0,0,106558.43532008438
4500,197.0,864.0,0.0,325.0,1189.0,1189,0,0,1189,2,2,4,392.0,0,122,0,0,0,175542.81489962043
14137,98.0,865.0,247.0,88.0,1200.0,1200,0,0,1200,1,3,6,850.0,0,119,0,0,171,192360.85639971794
4224,0.0,769.0,0.0,271.0,1040.0,1040,0,0,1040,1,3,6,499.0,0,100,0,0,0,135594.71094560975
2665,0.0,318.0,0.0,232.0,550.0,925,550,0,1475,2,4,6,336.0,92,26,0,0,0,130282.58172594506
1974,0.0,501.0,0.0,25.0,526.0,526,462,0,988,1,2,5,297.0,120,101,0,0,0,119990.96103459521
1596,0.0,437.0,0.0,25.0,462.0,526,462,0,988,1,1,4,297.0,0,101,0,120,0,129534.86347500206
17979,0.0,785.0,0.0,328.0,1113.0,1160,0,0,1160,1,3,6,257.0,81,0,0,0,0,130846.9850508405
1477,0.0,358.0,0.0,188.0,546.0,546,546,0,1092,2,3,6,0.0,187,0,0,0,0,112233.5326666054
6490,0.0,534.0,0.0,282.0,816.0,816,0,0,816,1,2,4,264.0,315,0,0,0,0,117811.34851000566
6600,0.0,638.0,0.0,207.0,845.0,845,0,0,845,1,3,6,264.0,0,0,0,0,0,100627.41368431292
12395,0.0,647.0,0.0,217.0,864.0,889,0,0,889,1,3,6,484.0,0,0,0,0,0,120817.47633816295
56600,0.0,0.0,0.0,686.0,686.0,1150,686,0,1836,2,4,7,288.0,0,0,0,0,0,159720.6479105509
10667,302.0,838.0,0.0,749.0,1587.0,1587,0,0,1587,2,3,7,525.0,0,44,0,0,0,219414.8880820168
8872,0.0,0.0,0.0,384.0,384.0,754,630,0,1384,2,3,7,390.0,0,0,0,0,0,142289.9611644085
10147,32.0,186.0,0.0,206.0,392.0,924,770,0,1694,2,3,7,398.0,256,64,0,0,0,174054.67508591202
8637,0.0,871.0,0.0,52.0,923.0,947,767,0,1714,2,3,7,451.0,256,48,0,0,0,204418.69812629107
7875,0.0,414.0,0.0,277.0,691.0,691,862,0,1553,2,3,6,420.0,0,44,0,0,0,165611.36209865496
7500,0.0,0.0,0.0,938.0,938.0,957,1342,0,2299,3,5,7,482.0,188,30,0,0,0,210061.91570774865
9556,52.0,0.0,0.0,1168.0,1168.0,1187,0,0,1187,2,3,6,420.0,0,21,0,0,0,154144.652268678
7655,0.0,0.0,0.0,903.0,903.0,910,732,0,1642,2,3,7,392.0,290,84,0,0,0,188189.91010692663
18160,138.0,550.0,0.0,752.0,1302.0,1128,0,0,1128,1,3,6,480.0,0,108,246,0,0,143715.24294395075
4740,0.0,248.0,0.0,918.0,1166.0,1179,0,0,1179,2,2,5,480.0,0,108,0,0,135,180643.35065260384
5118,0.0,926.0,0.0,386.0,1312.0,1321,0,0,1321,1,1,4,484.0,0,64,140,0,0,174461.33253155428
12328,146.0,986.0,0.0,163.0,1149.0,1164,1377,0,2541,3,4,10,729.0,120,32,0,0,0,296208.34107960144
51974,710.0,1101.0,0.0,1559.0,2660.0,2338,0,0,2338,2,4,8,1110.0,0,135,0,0,322,375291.6853913808
41600,0.0,1047.0,0.0,53.0,1100.0,1424,0,0,1424,1,3,7,828.0,144,0,0,0,0,200327.77575681586
8035,165.0,797.0,0.0,815.0,1612.0,1612,0,0,1612,2,2,6,556.0,0,164,0,0,0,231054.16554723677
14082,945.0,1558.0,0.0,662.0,2220.0,2234,0,0,2234,1,1,7,724.0,390,80,0,0,0,351784.3221884653
13870,250.0,1152.0,0.0,590.0,1742.0,2042,0,0,2042,2,3,8,724.0,240,52,0,0,174,288871.63452450035
10960,0.0,256.0,0.0,1028.0,1284.0,1284,0,0,1284,2,3,5,480.0,0,0,192,0,0,153148.38444467558
12090,306.0,321.0,0.0,404.0,725.0,725,754,0,1479,2,3,6,484.0,167,72,0,0,0,188056.19847212484
12299,67.0,1328.0,0.0,201.0,1529.0,1664,0,0,1664,2,3,7,663.0,0,0,0,0,0,225728.6714705545
11339,549.0,758.0,0.0,22.0,780.0,1085,845,0,1930,2,4,9,481.0,192,72,0,0,0,224219.78519049395
11850,98.0,781.0,0.0,372.0,1153.0,1177,0,0,1177,2,3,6,495.0,204,103,0,0,0,181073.2188434575
10400,253.0,903.0,0.0,356.0,1259.0,1353,0,0,1353,2,2,5,478.0,240,141,0,0,0,212304.39090498374
13001,176.0,492.0,121.0,1012.0,1625.0,1220,0,0,1220,2,2,6,944.0,0,0,249,0,0,228155.0850342683
8991,130.0,624.0,604.0,0.0,1228.0,1324,0,0,1324,2,3,5,585.0,407,36,0,0,0,193849.90902275665
8000,0.0,931.0,153.0,0.0,1084.0,1084,793,0,1877,2,4,8,488.0,0,96,0,0,0,196883.91839775912
9457,0.0,566.0,0.0,359.0,925.0,1422,0,0,1422,1,3,7,576.0,252,0,0,0,0,166074.19909443957
7920,32.0,81.0,619.0,214.0,914.0,914,0,0,914,1,3,5,368.0,120,0,0,0,0,105223.89593650367
17199,0.0,314.0,0.0,600.0,914.0,914,0,0,914,1,2,4,270.0,140,0,0,0,0,118075.66706432504
4113,0.0,0.0,0.0,1337.0,1337.0,1337,0,0,1337,2,2,5,511.0,136,68,0,0,0,188443.39251594618
10943,0.0,930.0,0.0,475.0,1405.0,1337,0,0,1337,2,2,5,522.0,0,68,0,0,0,197939.9449823041
2205,567.0,312.0,0.0,213.0,525.0,525,567,0,1092,1,3,6,264.0,144,0,0,0,0,131618.5124011878
2058,265.0,0.0,0.0,672.0,672.0,672,546,0,1218,1,4,7,264.0,0,28,0,0,0,107772.28807556216
2304,0.0,632.0,6.0,423.0,1061.0,1055,0,0,1055,2,2,4,319.0,108,32,0,0,0,151962.7573404888
7150,52.0,725.0,0.0,263.0,988.0,988,0,0,988,1,3,5,360.0,0,0,0,0,0,116126.6394484666
12469,378.0,1151.0,0.0,639.0,1790.0,1816,0,0,1816,2,3,7,730.0,186,36,0,0,0,266496.25731842767
11825,302.0,0.0,0.0,1694.0,1694.0,1694,0,0,1694,2,3,7,856.0,0,112,0,0,0,244012.87294392483
14333,0.0,1518.0,0.0,590.0,2108.0,2122,0,0,2122,2,2,7,938.0,130,142,0,0,0,311793.0195705178
13641,456.0,1304.0,0.0,630.0,1934.0,1943,713,0,2656,2,3,8,1040.0,268,58,0,0,0,352874.2471302814
13440,190.0,0.0,0.0,1108.0,1108.0,1148,1402,0,2550,2,4,11,670.0,120,39,0,0,0,267316.9630164804
15431,400.0,1430.0,0.0,564.0,1994.0,2046,0,0,2046,2,2,7,878.0,188,65,0,0,175,329381.3121101237
13891,456.0,1812.0,0.0,740.0,2552.0,2552,0,0,2552,2,3,8,932.0,130,28,0,0,0,352591.51418900955
13654,365.0,0.0,0.0,1704.0,1704.0,1722,1036,0,2758,2,4,9,814.0,282,55,0,0,0,306548.48014385847
17169,970.0,1684.0,0.0,636.0,2320.0,2290,0,0,2290,2,2,7,1174.0,192,30,0,0,0,386818.6830823658
16659,0.0,0.0,0.0,1582.0,1582.0,1582,570,0,2152,2,3,7,728.0,0,368,0,0,0,250539.0230928103
9709,120.0,778.0,0.0,140.0,918.0,958,1142,0,2100,2,3,8,786.0,172,104,0,0,0,256424.17337058418
13615,510.0,0.0,0.0,1802.0,1802.0,1802,0,0,1802,2,3,7,843.0,158,105,0,0,0,267489.1495036908
13069,502.0,0.0,0.0,1706.0,1706.0,1718,1238,0,2956,2,5,11,916.0,194,50,0,0,0,319955.25333465706
14277,280.0,938.0,0.0,379.0,1317.0,1217,1168,0,2385,2,3,7,818.0,192,228,0,0,0,292539.53151812905
12568,246.0,669.0,0.0,226.0,895.0,895,923,0,1818,2,3,8,774.0,196,104,0,0,0,246364.86228463057
9926,210.0,1178.0,0.0,436.0,1614.0,1614,0,0,1614,2,3,7,878.0,100,38,0,0,0,251670.39499926948
9254,210.0,119.0,0.0,1602.0,1721.0,1721,0,0,1721,2,3,7,554.0,168,27,0,0,0,226830.69305901232
10732,0.0,0.0,0.0,1298.0,1298.0,1298,530,0,1828,2,3,7,876.0,0,40,0,0,0,229364.51596780642
3901,182.0,866.0,0.0,436.0,1302.0,1302,0,0,1302,1,1,5,631.0,110,50,0,0,0,207319.26454257502
3903,182.0,1030.0,0.0,272.0,1302.0,1302,0,0,1302,1,1,5,631.0,110,50,0,0,0,209178.79828575274
6289,256.0,762.0,0.0,600.0,1362.0,1362,0,0,1362,2,2,6,460.0,192,28,0,0,0,213901.2991061027
4590,108.0,24.0,0.0,1530.0,1554.0,1554,0,0,1554,2,2,6,627.0,156,73,0,0,0,225126.5865993071
7841,394.0,848.0,0.0,729.0,1577.0,1577,0,0,1577,2,2,6,564.0,203,39,0,0,0,245752.87951000026
6240,176.0,24.0,0.0,1300.0,1324.0,1324,0,0,1324,2,2,6,550.0,0,38,0,0,0,197291.21964106723
3242,235.0,1000.0,0.0,405.0,1405.0,1405,0,0,1405,2,2,6,478.0,136,36,0,0,0,217106.33931204682
15810,0.0,0.0,0.0,768.0,768.0,768,728,0,1496,3,3,7,572.0,100,0,0,0,0,202899.66795322628
10237,0.0,0.0,0.0,768.0,768.0,768,768,0,1536,2,3,6,400.0,100,38,0,0,0,165419.07034106465
13204,44.0,0.0,0.0,608.0,608.0,608,850,0,1458,2,3,6,454.0,100,33,0,0,0,164045.51044766695
8857,0.0,0.0,0.0,738.0,738.0,738,757,0,1495,2,3,7,440.0,100,30,0,0,0,170673.46540181813
9729,0.0,0.0,0.0,698.0,698.0,698,1048,0,1746,2,3,6,350.0,0,34,0,0,0,166565.66581202912
12216,0.0,918.0,0.0,408.0,1326.0,1326,0,0,1326,2,3,6,388.0,120,23,0,0,0,177665.66981698343
8229,22.0,0.0,0.0,752.0,752.0,752,752,0,1504,2,3,6,440.0,100,32,0,0,0,166519.351710209
7713,16.0,0.0,0.0,728.0,728.0,728,728,0,1456,2,3,7,400.0,100,24,0,0,0,165661.53588439993
7697,0.0,0.0,0.0,1246.0,1246.0,1258,0,0,1258,2,3,6,462.0,0,0,0,0,0,159843.86340533834
3621,72.0,1084.0,0.0,322.0,1406.0,1589,0,0,1589,2,2,7,630.0,143,20,0,0,0,235459.24107271954
3710,16.0,0.0,0.0,1266.0,1266.0,1266,0,0,1266,2,2,6,388.0,100,16,0,0,0,177597.5463214308
16219,0.0,779.0,0.0,56.0,835.0,1119,0,0,1119,2,2,5,437.0,100,24,0,0,0,165194.0876342381
11084,0.0,192.0,0.0,192.0,384.0,744,630,0,1374,2,3,8,400.0,100,0,0,0,0,155736.2128410873
10936,0.0,0.0,0.0,1510.0,1510.0,1525,0,0,1525,2,3,6,534.0,100,18,0,0,0,191227.68647300111
11950,0.0,0.0,0.0,384.0,384.0,754,640,0,1394,2,3,7,400.0,100,0,0,0,0,148978.12684547974
7875,16.0,0.0,0.0,847.0,847.0,847,1101,0,1948,2,4,8,434.0,0,48,0,0,0,181245.28186539529
8740,0.0,574.0,0.0,280.0,854.0,864,1131,0,1995,2,4,8,435.0,264,48,0,0,0,202053.63548385302
9487,0.0,520.0,0.0,395.0,915.0,940,750,0,1690,2,3,7,442.0,0,50,0,0,0,186804.13692757947
9649,0.0,0.0,0.0,941.0,941.0,961,683,0,1644,2,3,7,460.0,460,42,0,0,0,201459.83955309264
12191,515.0,1181.0,0.0,598.0,1779.0,1779,772,0,2551,2,4,8,925.0,76,61,0,0,0,309699.48358364543
10557,422.0,672.0,0.0,736.0,1408.0,1671,1407,0,3078,2,4,9,806.0,108,87,0,0,0,314440.33507461066
11002,0.0,1048.0,0.0,341.0,1389.0,1411,1171,0,2582,2,4,9,758.0,286,60,0,0,0,282153.44559401576
10790,275.0,0.0,0.0,1066.0,1066.0,1108,1277,0,2385,2,4,8,600.0,120,38,0,0,0,237944.29995713875
11762,309.0,335.0,0.0,770.0,1105.0,1105,1097,0,2202,2,4,9,517.0,0,65,0,0,144,239952.17600509088
9044,526.0,1225.0,0.0,100.0,1325.0,1335,1203,0,2538,2,4,8,933.0,198,92,0,0,0,305367.27134254784
9910,0.0,0.0,0.0,1369.0,1369.0,1369,0,0,1369,2,3,5,605.0,0,203,0,0,0,178188.76655531858
11830,164.0,1220.0,0.0,322.0,1542.0,1542,0,0,1542,2,3,6,852.0,168,110,0,0,0,242191.7103074028
10612,248.0,28.0,0.0,1496.0,1524.0,1534,0,0,1534,2,3,7,484.0,168,46,0,0,0,208322.15210335283
12291,754.0,1572.0,0.0,394.0,1966.0,1966,0,0,1966,2,1,6,1092.0,76,52,0,0,0,350422.3839902686
9965,0.0,0.0,0.0,1528.0,1528.0,1528,0,0,1528,3,3,6,480.0,0,228,0,0,0,207984.31890547587
8847,148.0,769.0,0.0,769.0,1538.0,1538,0,0,1538,2,3,7,484.0,146,40,0,0,0,211675.3483471324
8251,143.0,778.0,0.0,716.0,1494.0,1506,0,0,1506,2,3,7,672.0,192,35,0,0,0,224298.19037393312
9605,0.0,0.0,0.0,982.0,982.0,982,995,0,1977,2,3,7,574.0,240,53,0,0,0,218948.256048836
8778,0.0,0.0,0.0,1302.0,1302.0,1302,528,0,1830,2,3,7,859.0,0,40,0,0,0,227793.60183995115
8640,0.0,24.0,0.0,1314.0,1338.0,1338,0,0,1338,2,3,6,598.0,0,141,0,0,0,179728.5201369079
9000,0.0,0.0,0.0,1335.0,1335.0,1335,0,0,1335,2,3,6,575.0,0,210,0,0,0,179025.66982284127
8640,0.0,350.0,0.0,546.0,896.0,896,896,0,1792,2,3,8,590.0,184,96,0,0,0,215992.5136176462
10411,0.0,0.0,0.0,725.0,725.0,725,863,0,1588,3,3,8,561.0,0,0,0,0,0,205717.36944261004
12217,0.0,745.0,0.0,210.0,955.0,955,925,0,1880,2,3,8,880.0,168,127,0,0,0,248617.52513842605
10440,0.0,0.0,0.0,1574.0,1574.0,1584,0,0,1584,2,2,6,594.0,0,256,0,0,0,217976.41971608016
11824,298.0,0.0,0.0,1685.0,1685.0,1685,0,0,1685,2,2,5,658.0,112,63,0,0,0,238951.53820486335
10625,353.0,0.0,0.0,1158.0,1158.0,1158,1285,0,2443,2,4,9,744.0,193,127,0,0,0,268374.9707200284
7500,0.0,0.0,0.0,1100.0,1100.0,1100,0,0,1100,1,3,6,0.0,0,136,0,0,0,96512.13583559204
7500,0.0,0.0,0.0,1143.0,1143.0,1143,0,0,1143,1,3,5,0.0,0,55,0,0,0,92434.088759152
12450,126.0,729.0,0.0,365.0,1094.0,1094,0,0,1094,1,3,6,576.0,0,0,0,0,0,150300.9412491127
